country,state,latitude,longitude,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3,local_time
Syria,Syria,25.22630265,55.1679140429261,4,297.07,0.0,7.63,125.89,5.13,34.65,101.08,0.0,2024-12-15 04:32:53
Syria,Huhu,34.8166667,36.15,2,243.66,0.0,4.5,75.82,4.23,5.54,6.92,0.38,2024-12-15 03:32:53
Syria,Syria,38.4879035,-78.3261152,2,280.38,0.44,6.77,66.52,0.83,3.77,5.25,6.46,2024-12-14 19:32:53
Syria,Syria,31.2665841,32.299937,2,230.31,0.01,1.05,90.12,2.27,6.26,16.16,0.0,2024-12-15 02:32:53
Montenegro,Montenegro,-29.6826112,-51.4687455,1,250.34,0.12,1.54,58.65,0.33,0.97,3.21,3.52,2024-12-14 21:32:53
Montenegro,Camaçari,-12.6998188,-38.3260762,1,357.15,0.18,0.72,38.98,1.55,1.34,5.77,0.13,2024-12-14 21:32:53
Montenegro,Montenegro,37.0302757,-7.9633071,2,220.3,0.13,1.07,90.12,0.64,1.6,1.83,0.05,2024-12-15 00:32:53
Montenegro,Montenegro,20.7619598,-100.4290741,2,500.68,4.81,21.76,32.9,5.96,20.75,30.49,30.4,2024-12-14 18:32:53
Montenegro,Montenegro,4.5664176,-75.7507081,5,527.38,3.38,10.28,13.41,44.35,98.39,103.17,0.53,2024-12-14 19:32:53
Eswatini,Eswatini,25.2164748,55.1818579956005,4,297.07,0.0,7.63,125.89,5.13,34.65,101.08,0.0,2024-12-15 04:32:53
Paraguay,Asuncion,-25.2800459,-57.6343814,1,380.52,0.07,0.53,8.4,0.26,2.35,6.54,0.19,2024-12-14 21:32:53
Paraguay,Paraguay,20.0564825,-75.1424082,2,195.27,0.07,0.46,71.53,1.21,2.17,7.67,0.23,2024-12-14 19:32:53
Paraguay,Paraguay,10.4001785,-75.5134744,2,191.93,0.1,0.56,67.95,0.52,2.28,9.73,0.16,2024-12-14 19:32:53
Paraguay,Paraguay,-37.2017657,-72.2456217,1,213.62,0.18,0.48,33.98,0.05,0.5,0.69,0.34,2024-12-14 21:32:53
Paraguay,Paraguay,1.3171469,-77.4616318,2,198.6,0.2,0.8,4.83,11.8,13.45,13.92,0.0,2024-12-14 19:32:53
El Salvador,El Salvador,-26.2462114,-69.6259658,2,178.58,0.22,0.57,59.37,5.48,9.72,42.18,0.0,2024-12-14 21:32:53
El Salvador,El Salvador,8.5585108,124.5264381,1,283.72,0.0,4.97,24.68,0.79,3.05,4.32,3.01,2024-12-15 08:32:53
El Salvador,El Salvador,24.5200627,-100.8669538,1,223.64,0.3,2.25,52.93,0.97,9.4,16.85,10.89,2024-12-14 18:32:53
El Salvador,El Salvador,21.0159185,-103.7163319,2,211.95,0.03,0.62,67.95,0.83,9.26,10.25,8.11,2024-12-14 18:32:53
El Salvador,El Salvador,20.219116,-75.2304209,1,193.6,0.04,0.28,57.94,0.39,2.28,6.72,0.21,2024-12-14 19:32:53
Ukraine,AVIS UKRAINE,50.8978204,34.7123026876667,2,233.65,0.0,1.24,79.39,0.49,0.5,0.55,0.25,2024-12-15 02:32:53
Isle of Man,Isle of Man,54.23592075,-4.51476690231539,2,230.31,0.01,3.17,67.95,0.75,1.53,1.71,0.09,2024-12-15 00:32:53
Isle of Man,Isle of Man,44.4655466,-63.595505929582,2,253.68,0.48,2.87,65.8,0.89,0.5,0.72,0.21,2024-12-14 20:32:53
Isle of Man,Isle of Man,44.3228572,-76.4212161,2,273.71,0.47,3.09,60.8,0.57,0.55,0.98,1.0,2024-12-14 19:32:53
Isle of Man,Isle of Man,8.39143325,93.6501588064957,2,473.98,0.0,0.6,70.81,0.05,6.81,7.57,0.0,2024-12-15 06:02:53
Namibia,Namibia,-29.1656157,26.246875,2,257.02,0.08,0.39,62.94,0.2,1.62,6.82,0.12,2024-12-15 02:32:53
Namibia,Namibia,25.21294965,55.1796907564412,4,297.07,0.0,7.63,125.89,5.13,34.65,101.08,0.0,2024-12-15 04:32:53
United Arab Emirates,United Arab Emirates,25.22773555,55.1749996213607,4,297.07,0.0,7.63,125.89,5.13,34.65,101.08,0.0,2024-12-15 04:32:53
Bulgaria,Bulgaria,44.1141209,12.32615,4,734.33,0.14,20.56,32.19,1.3,51.02,53.13,1.88,2024-12-15 01:32:53
Bulgaria,Bulgaria,46.7889169,23.6184909,2,567.44,0.33,34.96,27.18,4.95,24.58,31.3,6.27,2024-12-15 02:32:53
Bulgaria,Bułgaria,51.9090114,19.5923659,3,547.41,0.42,51.41,11.98,18.84,30.91,38.85,2.95,2024-12-15 01:32:53
Bulgaria,Bułgaria,49.7483333,19.0969444,3,520.71,0.36,34.96,30.04,38.15,26.45,35.38,4.69,2024-12-15 01:32:53
Greenland,Greenland,71.8171799,-40.4262878367852,2,171.9,0.0,0.0,70.81,0.0,0.5,0.5,0.0,2024-12-14 22:32:53
Greenland,Greenland,35.9948477,-94.1796014,2,230.31,0.01,2.31,83.69,1.39,4.14,4.86,1.06,2024-12-14 18:32:53
Greenland,Greenland,44.5775993,-65.5835396,2,233.65,0.12,0.96,82.25,0.23,0.5,0.53,0.06,2024-12-14 20:32:53
Greenland,Greenland,43.0361995,-70.8328322,1,257.02,0.79,3.73,55.79,1.55,0.52,0.74,0.27,2024-12-14 19:32:53
Greenland,Greenland,53.3926705,-1.415126,1,270.37,0.36,34.62,30.4,5.96,4.23,5.77,1.62,2024-12-15 00:32:53
Germany,Germany,31.4399019,-95.350778,2,230.31,0.02,2.36,72.96,0.42,2.67,3.7,0.22,2024-12-14 18:32:53
Germany,Germany,40.4203479,-79.1166983,2,263.69,1.1,7.54,70.81,9.54,1.22,2.18,0.97,2024-12-14 19:32:53
Germany,Germany,34.895926,-83.4665496,2,236.99,0.14,1.89,75.82,0.29,1.16,2.82,0.67,2024-12-14 19:32:53
Germany,Germany,25.2290923,55.160413009826,4,297.07,0.0,7.63,125.89,5.13,34.65,101.08,0.0,2024-12-15 04:32:53
Cambodia,Cambodia Town,42.6379684,-71.3213616,1,267.03,0.89,4.58,57.22,0.78,0.86,1.32,0.39,2024-12-14 19:32:53
Cambodia,Cambodia Town,33.7826093,-118.172555620484,4,1415.25,116.23,108.3,0.0,8.7,72.38,94.56,3.26,2024-12-14 16:32:53
Iraq,Masif,36.686291,41.994791,2,240.33,0.0,1.48,84.4,1.7,5.48,7.25,0.61,2024-12-15 03:32:53
Iraq,Merga Soor,37.132294,42.895254,2,353.81,0.0,19.71,55.79,1.94,22.73,29.8,0.0,2024-12-15 03:32:53
Iraq,Birkuhaynah,37.07673965,43.5966000505792,2,287.06,0.0,10.8,55.08,1.0,11.88,15.63,0.0,2024-12-15 03:32:53
Iraq,Iraq (Baghdad),33.036132,44.263504,4,423.91,0.0,29.13,56.51,11.56,41.27,141.57,0.0,2024-12-15 03:32:53
Iraq,Iraq (Saladin),34.0478264,43.593453,4,260.35,0.0,0.86,78.68,0.55,47.17,153.63,0.16,2024-12-15 03:32:53
French Southern and Antarctic Lands,French Southern and Antarctic Lands (land mass),-49.19696485,70.2289561360249,1,203.61,0.0,0.01,23.6,0.47,0.87,2.99,0.0,2024-12-15 05:32:53
Sweden,Sweden,44.133435,-70.822678,1,267.03,1.09,4.58,54.36,0.08,0.69,0.94,0.28,2024-12-14 19:32:53
Sweden,Town of Sweden,43.1791388,-77.940618,1,263.69,0.8,5.31,58.65,1.8,0.82,1.29,0.93,2024-12-14 19:32:53
Sweden,Sweden,41.8020113,-77.8708309,2,253.68,0.16,4.76,60.08,1.37,0.98,1.13,0.13,2024-12-14 19:32:53
Sweden,Sweden,34.5434211,-84.6418772,1,313.76,1.26,9.43,39.34,0.13,4.49,11.1,7.03,2024-12-14 19:32:53
Sweden,Sweden,34.1931538,-91.7242961,1,270.37,0.19,5.91,58.65,1.22,3.19,4.53,1.24,2024-12-14 18:32:53
Cuba,Juba City,4.8459246,31.5959173,2,340.46,0.01,0.5,55.79,0.34,23.69,47.66,1.28,2024-12-15 02:32:53
Cuba,Cuba,38.16521,-7.89253,2,226.97,0.05,0.93,66.52,0.41,2.67,3.04,0.68,2024-12-15 00:32:53
Cuba,Cuba,39.802781,-97.455872,2,253.68,0.02,3.77,60.08,2.27,2.98,3.48,2.47,2024-12-14 18:32:53
Cuba,Cuba,21.5159177,-77.957533806446,1,200.27,0.01,0.26,57.94,0.2,2.06,3.1,0.14,2024-12-14 19:32:53
Cuba,Town of Cuba,42.2175668,-78.2752927,2,243.66,0.23,4.07,65.8,2.09,0.61,0.93,0.32,2024-12-14 19:32:53
Kyrgyzstan,Кыргызстан,40.9098154,73.3543356,2,216.96,0.0,3.98,94.41,0.67,1.21,1.41,0.85,2024-12-15 06:32:53
Russia,Russia,40.2338211,-84.4096729,2,270.37,0.91,5.66,68.67,1.42,1.87,2.55,3.07,2024-12-14 19:32:53
Russia,Town of Russia,43.258706,-75.082283,1,257.02,0.73,3.94,54.36,1.09,0.88,1.16,0.36,2024-12-14 19:32:53
Russia,Russia,41.040653,-74.5326581,2,260.35,0.72,4.2,72.96,0.83,1.34,1.75,0.53,2024-12-14 19:32:53
Russia,Russia,5.5581834,-0.2527248,2,440.6,0.15,1.54,91.55,3.46,18.14,30.73,1.63,2024-12-15 00:32:53
Russia,Russia,44.6736537,-73.7820871,2,240.33,0.18,1.02,67.95,0.19,0.5,0.56,0.24,2024-12-14 19:32:53
Malaysia,Malaysia,25.23310645,55.1833741910576,4,297.07,0.0,7.63,125.89,5.13,34.65,101.08,0.0,2024-12-15 04:32:53
Cyprus,Cyprus,35.12939305,33.2297829589431,2,260.35,0.01,2.06,81.54,1.34,1.7,2.26,0.96,2024-12-15 02:32:53
Cyprus,Cyprus,8.3908703,-13.1542326,4,447.27,0.1,2.87,67.23,3.31,68.43,174.7,5.89,2024-12-15 00:32:53
Cyprus,Cyprus,51.5091962,0.0670869,2,410.56,11.62,61.01,4.43,17.17,20.43,23.1,0.3,2024-12-15 00:32:53
Canada,Cañada,38.6752399,-0.8099623,2,226.97,0.03,0.52,75.82,0.07,0.66,0.78,0.17,2024-12-15 01:32:53
Canada,Canada,37.6056575,-82.3243095,1,287.06,1.29,8.31,54.36,0.51,2.39,3.49,0.45,2024-12-14 19:32:53
Canada,Canada,-11.7453809,-67.0313361,1,158.55,0.01,0.03,0.96,0.0,0.5,0.5,0.01,2024-12-14 20:32:53
Canada,Canada,17.3227144,-62.7079241,2,216.96,0.26,1.61,63.66,0.33,0.83,1.87,1.06,2024-12-14 20:32:53
Canada,Canada,8.3612167,15.78065,4,236.99,0.01,0.07,71.53,0.16,37.65,111.96,0.26,2024-12-15 01:32:53
Malawi,Malawi,-15.300392,34.701808,1,290.39,0.11,2.06,33.62,0.22,2.65,4.22,3.93,2024-12-15 02:32:53
Saudi Arabia,Saudi Arabia Towers,27.1860382,31.1929808238817,2,247.0,0.13,9.08,98.71,12.52,16.88,37.85,2.91,2024-12-15 02:32:53
Ethiopia,Bahir Dar City,11.5913676,37.3887002788998,3,323.77,0.04,1.71,60.8,0.66,28.97,61.79,6.52,2024-12-15 03:32:53
Ethiopia,jeed,6.0307666,45.5379545,3,193.6,0.0,0.06,74.39,0.22,23.72,78.44,0.06,2024-12-15 03:32:53
Spain,Santander,9.4170689,123.3351935,1,213.62,0.0,2.21,45.42,1.33,1.69,2.34,0.6,2024-12-15 08:32:53
Spain,Spain,30.864639,-83.537938,2,257.02,0.82,4.07,70.1,1.18,2.63,3.38,1.19,2024-12-14 19:32:53
Spain,Spain,45.7030061,-97.7859363,2,257.02,0.01,2.21,74.39,0.13,1.05,1.24,2.88,2024-12-14 18:32:53
Spain,Spain,25.2199815,55.1626623167558,4,297.07,0.0,7.63,125.89,5.13,34.65,101.08,0.0,2024-12-15 04:32:53
Oman,Oman,22.17,58.0,4,216.96,0.0,0.91,90.12,0.89,36.86,147.83,0.0,2024-12-15 04:32:53
Oman,Oman,42.2679001,26.9246399,1,277.04,0.0,2.87,57.94,1.86,4.63,5.87,0.31,2024-12-15 02:32:53
Oman,Oman,3.624405,11.484394,2,487.33,0.11,0.94,55.08,1.97,12.65,21.71,2.88,2024-12-15 01:32:53
Oman,Oman,47.0093185,14.4039559,2,330.45,0.34,12.0,57.22,0.83,14.52,16.18,5.45,2024-12-15 01:32:53
Oman,Oman,25.22807215,55.1767094317709,4,297.07,0.0,7.63,125.89,5.13,34.65,101.08,0.0,2024-12-15 04:32:53
Macau,Macau,22.1899448,113.5380454,5,707.63,0.0,43.53,50.78,50.07,81.6,101.18,1.6,2024-12-15 08:32:53
Macau,Macau,45.008,-0.61502,1,320.44,0.69,5.23,50.78,0.83,6.36,7.04,0.67,2024-12-15 01:32:53
Macau,Macau,-5.1133665,-36.6349957,1,380.52,0.04,0.23,39.34,0.25,2.07,8.25,0.1,2024-12-14 21:32:53
Macau,Makó,46.2150438,20.4751022,2,330.45,0.03,6.86,41.84,0.97,15.9,19.09,1.95,2024-12-15 01:32:53
Macau,Macău,46.8309152,23.2937802,1,300.41,0.02,8.14,48.64,0.62,8.49,11.03,1.84,2024-12-15 02:32:53
San Marino,City of San Marino,43.9363996,12.4466991,3,587.46,0.11,16.28,36.12,1.37,39.85,42.08,1.77,2024-12-15 01:32:53
San Marino,San Marino,34.1215947,-118.105739,2,420.57,6.37,50.04,3.09,1.79,18.28,31.07,2.5,2024-12-14 16:32:53
San Marino,San Marino,3.4602992,-76.4884367,1,390.53,5.48,9.43,6.17,1.52,6.59,7.9,1.52,2024-12-14 19:32:53
San Marino,San Marino,-19.8306207,-44.0790683,1,340.46,0.51,6.08,41.84,5.66,1.97,5.1,1.41,2024-12-14 21:32:53
San Marino,San Marino,33.4894853,-117.0971074,1,280.38,0.0,10.8,46.49,0.3,5.41,9.23,0.39,2024-12-14 16:32:53
Lesotho,Lesotho,25.21481175,55.1830417644913,4,297.07,0.0,7.63,125.89,5.13,34.65,101.08,0.0,2024-12-15 04:32:53
Marshall Islands,Marshall Islands,8.9995549,168.0002575,2,180.24,0.0,0.01,52.21,0.41,6.94,25.57,0.0,2024-12-15 11:32:53
Sint Maarten,Saint Martin (France),18.0814066,-63.0467131,2,200.27,0.01,0.09,80.11,0.07,0.84,2.12,0.0,2024-12-14 20:32:53
Sint Maarten,Sint Maarten,52.7736657,4.7448352,2,323.77,0.71,23.99,31.83,2.5,19.03,21.14,1.76,2024-12-15 01:32:53
Sint Maarten,Saint Martin,18.06481835,-63.049171129033,2,200.27,0.01,0.09,80.11,0.07,0.84,2.12,0.0,2024-12-14 20:32:53
Sint Maarten,Sint-Maarten,50.8381331,4.9237307,3,560.76,33.53,46.61,3.26,4.11,29.1,33.9,5.76,2024-12-15 01:32:53
Iceland,Iceland,39.3733802,-120.029143,2,195.27,0.0,1.08,69.38,0.09,0.5,0.58,0.02,2024-12-14 16:32:53
Iceland,Iceland,64.96625905,-18.4385241908615,2,223.64,0.0,0.02,92.98,0.03,0.5,1.64,0.01,2024-12-15 00:32:53
Luxembourg,Luxembourg,49.6112768,6.129799,3,393.87,19.22,50.04,6.08,2.3,28.51,30.51,1.58,2024-12-15 01:32:53
Luxembourg,6th Arrondissement,48.8504333,2.3329507,5,1441.96,74.21,67.86,1.7,19.55,103.43,114.21,3.86,2024-12-15 01:32:53
Argentina,Argentina,27.0854542,-109.1412408,1,236.99,0.02,1.65,44.35,0.26,8.65,12.78,17.48,2024-12-14 17:32:53
Argentina,La Argentina,12.6364762,-85.4724856,1,193.6,0.01,0.3,50.78,0.03,0.6,0.87,0.23,2024-12-14 18:32:53
Argentina,Maranatha,27.0967878,-109.1442561,1,236.99,0.02,1.65,44.35,0.26,8.65,12.78,17.48,2024-12-14 17:32:53
Argentina,Argentina,27.0945981,-109.1422868,1,236.99,0.02,1.65,44.35,0.26,8.65,12.78,17.48,2024-12-14 17:32:53
Argentina,Argentina,-28.6680373,-49.3383467,1,220.3,0.09,1.67,39.7,0.83,0.81,2.06,1.76,2024-12-14 21:32:53
Nauru,Nauru,-0.52832605,166.930912383218,1,201.94,0.0,0.0,16.81,0.34,2.56,11.76,0.0,2024-12-15 12:32:53
Cocos (Keeling) Islands,Shire of Cocos (Keeling) Islands,-12.141876,96.867706768595,1,267.03,0.0,0.04,39.7,0.22,2.81,11.21,0.0,2024-12-15 07:02:53
Western Sahara,Western Sahara,24.1797324,-13.7667848,3,201.94,0.02,0.08,84.4,0.02,12.74,76.06,0.0,2024-12-15 01:32:53
Dominica,Dominica,15.4240429,-61.3418532935139,2,223.64,0.22,1.22,67.23,1.4,2.03,4.03,0.14,2024-12-14 20:32:53
Dominica,Dominica,22.9750543,-82.8887446,2,220.3,0.08,1.41,94.41,2.68,3.58,7.54,0.1,2024-12-14 19:32:53
Dominica,Dominica,9.92055,-85.1044258,1,198.6,0.12,1.08,36.84,6.5,3.23,3.4,0.94,2024-12-14 18:32:53
Dominica,Dominica,19.9526544,-77.4799016,2,200.27,0.12,0.65,60.08,1.48,2.88,4.68,0.17,2024-12-14 19:32:53
Costa Rica,San José,9.9325427,-84.0795782,1,350.48,2.77,12.17,32.9,9.42,2.42,3.18,2.06,2024-12-14 18:32:53
Costa Rica,Costa Rica,-18.5333859,-53.1394286,1,357.15,0.01,0.22,18.42,0.03,0.5,0.51,0.52,2024-12-14 20:32:53
Costa Rica,Costa Rica,-18.3481935,-53.307007740625,1,360.49,0.01,0.17,18.42,0.01,0.5,0.52,0.48,2024-12-14 20:32:53
Costa Rica,Costa Rica,15.7534734,-92.149576,1,320.44,0.72,2.74,26.82,0.42,7.85,9.35,2.03,2024-12-14 18:32:53
Costa Rica,Costa Rica,11.9437321,124.3352598,1,213.62,0.0,0.7,48.64,7.87,4.91,7.73,0.0,2024-12-15 08:32:53
Australia,Australia,-31.95260295,152.555127352722,1,198.6,0.0,0.51,8.76,0.03,3.15,6.16,0.02,2024-12-15 11:32:53
Australia,Australia,-12.7892966,-66.5223197,1,183.58,0.01,0.03,1.02,0.0,0.5,0.5,0.07,2024-12-14 20:32:53
Australia,Australia,22.500905,-81.1356126,2,223.64,0.04,0.57,82.97,0.43,4.69,9.32,0.21,2024-12-14 19:32:53
Australia,Australia,25.2314775,55.1943507999854,4,297.07,0.0,7.63,125.89,5.13,34.65,101.08,0.0,2024-12-15 04:32:53
Australia,Australia,5.8415375,-72.5420867,1,185.25,0.17,0.91,30.4,0.4,3.32,4.71,3.42,2024-12-14 19:32:53
Thailand,Thailand,7.4931858,124.724704,1,206.95,0.02,1.65,14.66,0.23,2.19,3.23,2.0,2024-12-15 08:32:53
Thailand,Thailand,14.4708597,120.9632338,2,754.36,0.0,28.79,41.13,16.21,17.13,31.05,6.78,2024-12-15 08:32:53
Thailand,Thailand,25.23426735,55.1808245590832,4,297.07,0.0,7.63,125.89,5.13,34.65,101.08,0.0,2024-12-15 04:32:53
Haiti,Haiti,21.7670269,-78.0947805,2,203.61,0.01,0.31,70.81,0.19,2.26,4.01,0.12,2024-12-14 19:32:53
Haiti,Haití,20.7624828,-77.859138,1,196.93,0.08,0.53,54.36,0.83,2.25,3.05,0.24,2024-12-14 19:32:53
Honduras,Honduras,18.1513986,-66.2080216,1,188.59,0.01,0.12,57.94,0.12,1.0,2.85,0.64,2024-12-14 20:32:53
Honduras,Honduras,18.1785431,-66.2670592,1,188.59,0.01,0.12,57.94,0.12,1.0,2.85,0.64,2024-12-14 20:32:53
Honduras,Honduras,15.5892748,-92.4761699,1,191.93,0.02,0.51,35.76,0.32,1.51,2.02,1.52,2024-12-14 18:32:53
Honduras,Honduras,20.2125381,-75.127412,2,190.26,0.03,0.19,62.23,0.29,2.42,8.45,0.15,2024-12-14 19:32:53
Honduras,Honduras,19.209456,-69.3614105,2,200.27,0.01,0.12,77.96,0.15,1.92,5.8,0.0,2024-12-14 20:32:53
Saint Lucia,Saint Lucia,13.90904385,-60.9779241411345,2,208.62,1.15,4.8,72.24,4.83,2.57,3.91,0.2,2024-12-14 20:32:53
Saint Lucia,St Lucia,-27.4987362,153.0081642,1,290.39,0.85,21.94,3.44,5.6,2.91,4.07,0.57,2024-12-15 10:32:53
Belarus,Беларусь,54.3836054,30.4054004,2,250.34,0.0,4.58,75.82,5.19,0.97,1.44,1.52,2024-12-15 03:32:53
Belarus,Беларусь,53.030151,27.3127,2,250.34,0.0,4.33,72.96,0.79,1.27,2.11,2.25,2024-12-15 03:32:53
Belarus,Беларусь,54.11608,29.56206,2,243.66,0.0,1.99,77.96,0.35,0.5,0.9,0.94,2024-12-15 03:32:53
Palau,Palau-del-Vidre,42.5717989,2.9600905,2,333.79,0.05,7.97,60.8,0.64,4.26,4.66,0.34,2024-12-15 01:32:53
Palau,Lu Palau/Palau,41.1810758,9.3820424,2,263.69,0.04,1.24,78.68,0.62,2.04,2.63,0.0,2024-12-15 01:32:53
Palau,Palau,-5.0907398,159.406216026584,1,193.6,0.0,0.01,22.71,0.04,0.5,0.92,0.0,2024-12-15 11:32:53
Palau,Palau,0.0530504,119.9087554,1,280.38,0.0,0.2,42.2,0.04,1.69,1.94,0.2,2024-12-15 08:32:53
Palau,Palau,42.4398298,1.9950715,2,220.3,0.89,5.14,66.52,1.27,2.56,2.81,3.36,2024-12-15 01:32:53
Guadeloupe,Guadeloupe,16.15419505,-61.6779816177313,2,206.95,0.06,0.38,67.95,0.35,0.76,1.86,0.08,2024-12-14 20:32:53
Philippines,Dapitan,8.6549449,123.4243754,1,198.6,0.0,1.52,43.27,0.56,1.39,1.71,0.18,2024-12-15 08:32:53
Philippines,UPV Village Subdivision,10.7015071,122.467601747742,1,277.04,0.0,2.21,50.07,0.87,3.94,4.41,1.17,2024-12-15 08:32:53
Gibraltar,Gibraltar,36.140807,-5.3541295,2,250.34,3.16,17.82,65.09,10.37,4.85,5.43,0.0,2024-12-15 01:32:53
Gibraltar,Gibraltar,42.0950426,-83.1896484,1,380.52,5.53,28.45,40.77,9.18,4.4,8.45,1.88,2024-12-14 19:32:53
Gibraltar,Gibraltar,40.2842593,-75.8718696,2,317.1,1.26,7.8,74.39,7.63,2.76,3.95,1.68,2024-12-14 19:32:53
Gibraltar,Gibraltar,5.5563687,-75.8424389089583,1,223.64,0.04,1.05,30.76,1.37,5.16,6.53,12.16,2024-12-14 19:32:53
Gibraltar,Gibraltar,51.791921,-0.9022301,2,317.1,0.84,34.96,24.32,6.56,15.79,17.34,0.13,2024-12-15 00:32:53
Denmark,Town of Denmark,43.899871,-75.582504,1,297.07,1.34,6.08,58.65,0.32,1.33,1.69,1.35,2024-12-14 19:32:53
Denmark,Denmark,43.9707277,-70.8035298,1,300.41,1.93,6.77,50.07,0.09,1.27,1.59,0.59,2024-12-14 19:32:53
Denmark,Denmark,33.3226546,-81.1423236,1,330.45,1.73,9.34,53.64,2.77,7.96,10.75,1.35,2024-12-14 19:32:53
Denmark,Shire Of Denmark,-34.936027,117.131610587189,1,191.93,0.0,1.36,31.83,0.39,4.31,11.89,0.0,2024-12-15 08:32:53
Denmark,Denmark,-34.9604365,117.3551157,1,188.59,0.0,2.04,22.71,0.34,4.54,11.8,0.05,2024-12-15 08:32:53
Guinea,Guinea,5.15,-1.75,1,380.52,0.13,0.75,33.26,0.37,4.95,8.0,0.48,2024-12-15 00:32:53
Guinea,Guinea,44.6571781,-65.5895844,2,233.65,0.08,0.71,83.69,0.19,0.5,0.53,0.04,2024-12-14 20:32:53
Guinea,Guinea,38.1440893,-77.4391124,2,447.27,6.48,23.65,37.19,1.79,14.24,16.83,1.14,2024-12-14 19:32:53
Guinea,Guinea,42.8520899,-3.01395424422341,2,243.66,0.09,0.81,63.66,0.05,0.78,0.95,0.82,2024-12-15 01:32:53
Guinea,Guinea,13.1615166,-59.4883827,2,280.38,3.3,12.68,72.24,20.27,12.85,14.16,1.44,2024-12-14 20:32:53
Bahrain,Bahrain Island,26.0280409,50.5531682050814,5,313.76,0.0,7.71,191.69,19.79,77.03,197.94,0.0,2024-12-15 03:32:53
Bahrain,Bahrain,35.2078012,72.5473968,5,694.28,0.0,4.41,124.45,3.46,90.08,106.44,20.27,2024-12-15 05:32:53
Suriname,Boven Suriname,3.91840165,-55.6835560925752,1,148.54,0.01,0.02,8.76,0.01,0.56,0.56,0.01,2024-12-14 21:32:53
Somalia,Somalia,-13.180556,15.266667,1,267.03,0.02,0.33,20.21,0.2,1.03,1.41,0.28,2024-12-15 01:32:53
Somalia,Somalia,25.22378005,55.1784585436968,4,297.07,0.0,7.63,125.89,5.13,34.65,101.08,0.0,2024-12-15 04:32:53
Somalia,Somalia,44.8472586,9.8939893,3,841.14,0.3,37.01,33.62,0.85,43.38,44.73,1.05,2024-12-15 01:32:53
New Caledonia,New Caledonia,33.0551363,-92.6676556,1,257.02,0.1,6.77,58.65,2.03,5.68,6.68,1.11,2024-12-14 18:32:53
Vanuatu,Vanuatu Abbatoir,-17.6873309,168.3049371,1,210.29,0.0,0.07,20.39,0.09,1.65,3.19,0.07,2024-12-15 11:32:53
"Saint Helena, Ascension and Tristan da Cunha",Saint Helena,-15.9694573,-5.7129442,1,393.87,0.0,0.01,27.54,0.18,3.59,16.27,0.0,2024-12-15 00:32:53
"Saint Helena, Ascension and Tristan da Cunha",Saint Helena,-15.96545515,-5.70257563795324,1,393.87,0.0,0.01,27.54,0.18,3.59,16.27,0.0,2024-12-15 00:32:53
"Saint Helena, Ascension and Tristan da Cunha",Saint Helena,39.2610943,-76.5315234,3,807.76,41.57,64.43,6.17,4.83,28.99,41.44,7.79,2024-12-14 19:32:53
"Saint Helena, Ascension and Tristan da Cunha",Saint Helena,10.5822408,-61.3401634,1,287.06,0.72,3.09,57.94,1.65,0.87,1.47,0.99,2024-12-14 20:32:53
"Saint Helena, Ascension and Tristan da Cunha",Saint Helena,34.5165557,-77.9155426,1,310.42,1.57,6.86,59.37,1.65,7.45,8.84,2.88,2024-12-14 19:32:53
Togo,Togo,35.095364,137.042787,3,741.01,125.17,105.56,0.0,51.98,16.63,20.4,3.74,2024-12-15 09:32:53
Togo,Togo,51.4040026,-101.584352,1,263.69,0.0,3.13,59.37,0.8,1.18,1.26,2.91,2024-12-14 18:32:53
Togo,Togo,13.3556799,-6.3049943,4,287.06,0.05,0.32,80.11,0.14,36.39,102.32,0.87,2024-12-15 00:32:53
Togo,Togo,13.5252979,-4.519262,3,263.69,0.04,0.23,79.39,0.05,28.7,82.69,0.55,2024-12-15 00:32:53
Togo,Togo,13.7250623,24.8262714,4,188.59,0.01,0.12,87.26,1.86,50.77,150.58,0.0,2024-12-15 02:32:53
Kenya,Namanga,-2.5461733,36.7915635,1,208.62,0.0,0.2,35.76,0.04,1.45,2.8,0.42,2024-12-15 03:32:53
Kenya,Kenya,-4.2206702,29.0827042,1,330.45,0.01,0.32,30.76,0.03,0.67,0.9,0.33,2024-12-15 02:32:53
Kenya,KENYA,-3.8316677,29.0984232,1,340.46,0.0,0.28,21.46,0.07,2.76,4.58,0.25,2024-12-15 02:32:53
Kenya,Kenya,2.9372193,31.3865497,2,293.73,0.02,0.41,43.27,0.21,12.04,25.1,1.08,2024-12-15 03:32:53
Kenya,Kenya,-0.0275714,36.1054444,1,210.29,0.07,1.37,49.35,0.13,4.64,10.3,1.01,2024-12-15 03:32:53
Niue,Niue,-19.05397155,-169.84923344074,1,216.96,0.0,0.04,29.33,0.12,3.56,12.06,0.0,2024-12-14 13:32:53
Niue,Нивье,55.4691804,28.1833311,2,243.66,0.0,2.57,77.96,0.41,0.62,1.27,1.28,2024-12-15 03:32:53
Niue,Нивье,54.8792296,26.3407729,2,240.33,0.0,2.91,69.38,0.6,0.65,1.5,0.97,2024-12-15 03:32:53
Rwanda,Rwanda,8.9917947,38.7793214,4,1735.69,0.05,6.34,86.55,4.89,53.77,129.07,26.09,2024-12-15 03:32:53
