country,state,latitude,longitude,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3,local_time
Romania,Valeapai Caras-Severin,45.49288425,21.7199926549213,1,293.73,0.26,5.57,49.35,0.28,4.54,5.89,1.0,2024-12-15 02:32:58
Romania,Romania,39.7934153,-79.0447485,2,267.03,0.0,3.94,65.09,1.85,5.19,5.76,0.36,2024-12-14 19:32:58
Guyana,City of Georgetown,6.8137426,-58.1624465,1,208.62,0.0,1.19,55.79,0.86,1.05,1.48,0.0,2024-12-14 20:32:58
Vietnam,vietnam,9.6970387,-75.6160983259293,1,193.6,0.01,1.61,47.21,1.1,2.43,7.09,0.94,2024-12-14 19:32:58
Vietnam,Vietnam,18.4378146,-66.1138341,2,201.94,0.01,0.35,68.67,0.17,1.43,3.04,0.04,2024-12-14 20:32:58
Vietnam,Vietnam,5.4862673,-54.0278776,1,190.26,0.01,0.43,21.82,0.09,1.45,1.92,0.02,2024-12-14 21:32:58
Vietnam,Vietnam,18.5179892,-69.8617688,1,226.97,0.04,3.0,55.79,1.25,0.92,1.61,1.14,2024-12-14 20:32:58
Vietnam,Vietnam,18.326067,-66.4098864,1,163.56,0.01,0.23,20.21,0.11,1.33,2.12,0.55,2024-12-14 20:32:58
Uruguay,Uruguay,-32.5049394,-53.5041115,1,263.69,0.05,0.95,20.56,0.1,1.6,1.63,0.88,2024-12-14 21:32:58
Uruguay,Uruguay,-20.5213396,-64.1512281,1,337.12,0.0,0.09,3.71,0.05,0.63,0.64,0.05,2024-12-14 20:32:58
Uruguay,Uruguay,-32.8548599,-61.1406266,1,417.23,0.51,1.99,36.84,0.14,5.88,6.41,0.67,2024-12-14 21:32:58
Uruguay,Uruguay,-4.8358071,-76.5385847,1,156.88,0.0,0.03,5.68,0.0,1.08,1.09,0.01,2024-12-14 19:32:58
Uruguay,Uruguay,25.2027336,55.1701162506123,4,260.35,0.02,0.37,135.9,3.43,63.84,187.08,0.0,2024-12-15 04:32:58
Vatican City,Vatican City,41.9034912,12.4528349,3,1068.12,18.77,41.13,7.78,2.21,26.06,27.64,2.25,2024-12-15 01:32:58
Hong Kong,Hong Kong Island,22.2793278,114.1628131,5,807.76,0.0,60.32,59.37,93.46,81.92,97.82,2.06,2024-12-15 08:32:58
Hong Kong,Hong Kong,18.3848631,-65.8285201,1,180.24,0.03,0.63,31.11,0.48,1.49,3.26,0.31,2024-12-14 20:32:58
Austria,Austria,25.22539605,55.1643137942733,4,260.35,0.02,0.37,135.9,3.43,63.84,187.08,0.0,2024-12-15 04:32:58
Turkmenistan,Türkmenistan;Туркменистан,40.4690217,62.2125775,4,263.69,0.01,0.48,75.82,0.16,34.92,140.18,1.01,2024-12-15 05:32:58
Mozambique,Mozambique,19.058889,-96.254167,1,303.75,0.0,4.58,30.04,0.73,6.68,11.82,2.41,2024-12-14 18:32:58
Mozambique,Mozambique,22.8928578,-82.3800524,2,236.99,0.0,5.01,80.82,12.88,3.95,10.3,0.55,2024-12-14 19:32:58
Mozambique,Mozambique,25.21882205,55.1818372027687,4,260.35,0.02,0.37,135.9,3.43,63.84,187.08,0.0,2024-12-15 04:32:58
Panama,Panama,8.9714493,-79.5341802,1,240.33,0.01,5.31,41.13,5.48,2.79,6.64,0.64,2024-12-14 19:32:58
Panama,Panama,41.7263168,-95.4720389,1,277.04,0.0,4.63,54.36,0.3,7.14,7.18,0.15,2024-12-14 18:32:58
Panama,Panama,39.0297315,-89.5246043390199,2,327.11,0.0,10.2,40.77,2.0,12.0,13.5,0.1,2024-12-14 18:32:58
Panama,Village of Panama,42.075056,-79.483105,1,267.03,0.0,4.88,55.08,0.89,2.91,3.15,0.38,2024-12-14 19:32:58
Panama,Panamá,-18.1755033,-49.3523852,1,397.21,0.19,1.3,46.49,0.1,0.99,1.18,1.05,2024-12-14 21:32:58
Micronesia,Micronesia,7.0,155.25,1,181.91,0.0,0.01,50.07,0.28,2.81,6.33,0.0,2024-12-15 10:32:58
Ireland,Ireland,53.4152268,-7.96655398901418,2,226.97,0.02,2.23,70.81,0.38,0.73,1.63,0.66,2024-12-15 00:32:58
Ireland,Ireland,52.0600343,-0.347478,2,233.65,0.62,6.43,72.24,2.38,0.86,1.24,0.49,2024-12-15 00:32:58
Ireland,Ireland,38.4147739,-86.9994455,1,317.1,0.0,9.43,40.77,1.45,9.69,11.0,0.17,2024-12-14 19:32:58
Ireland,Ireland,38.8156551,-80.4617541,2,347.14,0.0,12.34,32.9,1.24,12.77,13.66,0.38,2024-12-14 19:32:58
Ireland,Ireland,59.9818942,-1.3261252,2,220.3,0.0,0.17,91.55,0.14,0.7,2.84,0.01,2024-12-15 00:32:58
Curaçao,Curaçao,12.21339425,-69.0408499890865,2,195.27,0.02,0.75,61.51,0.57,1.16,3.37,0.0,2024-12-14 20:32:58
Norway,Norway,41.9027805,-91.9215691,2,283.72,0.0,5.91,62.23,4.59,11.66,11.95,0.17,2024-12-14 18:32:58
Norway,Town of Norway,43.208429,-74.952164,1,280.38,0.0,4.97,47.21,0.54,4.28,4.91,0.2,2024-12-14 19:32:58
Norway,Norway,44.214202,-70.545273,2,260.35,0.0,1.95,70.1,0.88,1.1,1.45,0.33,2024-12-14 19:32:58
Norway,Norway,45.786902,-87.903736,2,240.33,0.0,1.61,68.67,0.71,0.65,0.74,0.13,2024-12-14 18:32:58
Norway,Norway,47.02094955,-64.0333603272646,2,243.66,0.0,0.38,70.81,0.39,0.5,0.81,0.04,2024-12-14 20:32:58
Central African Republic,Central African Republic,25.2183959,55.1752385762154,4,260.35,0.02,0.37,135.9,3.43,63.84,187.08,0.0,2024-12-15 04:32:58
Burkina Faso,Family Savadogo,13.4329296,-1.99562772656998,4,230.31,0.06,0.31,78.68,0.12,60.41,193.39,0.94,2024-12-15 00:32:58
Eritrea,Barentu,15.1056714,37.5888782,3,200.27,0.01,0.05,71.53,0.24,33.74,97.71,0.0,2024-12-15 03:32:58
Eritrea,Zula,15.245677,39.670627,4,226.97,0.01,0.11,105.86,1.06,55.69,146.84,0.0,2024-12-15 03:32:58
Eritrea,Nakfa,16.665585,38.476843,4,176.91,0.01,0.03,77.25,0.51,38.24,116.42,0.0,2024-12-15 03:32:58
Eritrea,Eritrea,25.22093385,55.1728639209329,4,260.35,0.02,0.37,135.9,3.43,63.84,187.08,0.0,2024-12-15 04:32:58
Tanzania,Namanga,-2.5502402,36.7857028,1,208.62,0.01,0.17,42.92,0.09,2.89,5.37,0.4,2024-12-15 03:32:58
Tanzania,Tanzania,-0.3372887,35.5195707,1,205.28,0.02,0.28,40.77,0.11,5.73,14.51,0.9,2024-12-15 03:32:58
Tanzania,Tanzania,-0.1514956,34.9171696,2,347.14,0.03,0.71,52.93,0.4,11.05,25.77,4.37,2024-12-15 03:32:58
Tanzania,Tanzania,25.219088,55.1795174955425,4,260.35,0.02,0.37,135.9,3.43,63.84,187.08,0.0,2024-12-15 04:32:58
Jordan,Jordan,44.6663146,-93.6261918,1,283.72,0.0,7.37,54.36,2.53,7.01,7.34,0.47,2024-12-14 18:32:58
Jordan,Village of Jordan,43.0653441,-76.4729927,1,280.38,0.0,6.34,51.5,1.49,3.76,4.25,1.36,2024-12-14 19:32:58
Jordan,Jordan,10.6611675,122.5909592,1,273.71,0.0,2.31,55.79,0.7,2.33,2.68,1.14,2024-12-15 08:32:58
Jordan,Jordan,37.6759644,-75.6932622,2,280.38,0.0,4.5,62.94,1.97,5.8,6.75,1.44,2024-12-14 19:32:58
Jordan,Jordan,45.0091288,-93.3059634,1,287.06,0.0,10.54,53.64,4.41,6.15,6.77,0.54,2024-12-14 18:32:58
Mauritania,Mauritania,25.21534785,55.167825505776,4,260.35,0.02,0.37,135.9,3.43,63.84,187.08,0.0,2024-12-15 04:32:58
United States Minor Outlying Islands,United States Minor Outlying Islands,16.7325005,-169.5282535,2,203.61,0.0,0.04,62.94,0.11,6.74,16.64,0.0,2024-12-14 14:32:58
Angola,Angola,41.634874,-84.99928,1,283.72,0.0,7.88,59.37,4.41,5.64,7.01,0.45,2024-12-14 19:32:58
Angola,Village of Angola,42.638393,-79.027816,2,253.68,0.0,2.83,73.67,2.09,1.97,2.26,0.09,2024-12-14 19:32:58
Angola,Angola,30.950228,-91.5697279,2,243.66,0.0,2.42,72.96,1.71,4.54,7.85,0.02,2024-12-14 18:32:58
Angola,Angola,24.2120936,72.3757787,3,393.87,0.18,7.2,120.16,3.93,40.48,53.59,7.47,2024-12-15 06:02:58
Angola,Angola,-4.2903808,19.3742988,1,377.18,0.01,0.06,22.53,0.01,2.75,4.99,0.41,2024-12-15 01:32:58
Kazakhstan,Aral,46.797985,61.661221,2,240.33,0.0,0.51,72.96,0.03,2.66,10.34,0.02,2024-12-15 05:32:58
Kazakhstan,Saran,49.8017081,72.8285112,2,273.71,0.0,8.4,75.1,12.99,3.37,4.14,0.22,2024-12-15 05:32:58
Kazakhstan,Tokarevka,50.1198126,73.1636564,2,333.79,0.0,32.22,49.35,56.27,6.79,7.5,0.21,2024-12-15 05:32:58
Kazakhstan,Kazakhstan,25.2329275,55.1723823323083,4,260.35,0.02,0.37,135.9,3.43,63.84,187.08,0.0,2024-12-15 04:32:58
Kazakhstan,Kazakhstan,25.2394485,55.1710103378254,4,260.35,0.02,0.37,135.9,3.43,63.84,187.08,0.0,2024-12-15 04:32:58
Moldova,Moldavia,46.9110939,27.2407723,2,253.68,0.37,2.46,69.38,0.6,3.11,4.08,1.3,2024-12-15 02:32:58
Moldova,Moldova küla,59.42530555,27.0999943281411,2,243.66,0.0,1.67,62.23,0.57,0.7,0.85,0.12,2024-12-15 02:32:58
Moldova,Moldova,59.4285563,27.0976723,2,243.66,0.0,1.67,62.23,0.57,0.7,0.85,0.12,2024-12-15 02:32:58
Moldova,Moldova,46.957075,28.7591881,2,236.99,0.18,1.09,78.68,0.5,1.5,1.98,0.59,2024-12-15 02:32:58
Moldova,Bratanivka,48.525764,27.063168,2,270.37,0.32,3.3,66.52,1.15,4.83,5.97,2.31,2024-12-15 02:32:58
Mali,Mull,56.45969865,-5.86206044656137,2,220.3,0.0,1.05,86.55,0.6,0.59,2.19,0.07,2024-12-15 00:32:58
Mali,Mali,25.21742455,55.1685923412515,4,260.35,0.02,0.37,135.9,3.43,63.84,187.08,0.0,2024-12-15 04:32:58
Mali,Mali,12.0755231,-12.2956935,3,287.06,0.02,0.09,64.37,0.09,29.67,70.6,0.98,2024-12-15 00:32:58
Mali,Mali,22.1817798,111.2307542,5,600.82,0.0,14.91,54.36,18.36,78.44,89.98,1.33,2024-12-15 08:32:58
Mali,Mali,30.9004315,96.3069376,2,158.55,0.0,0.59,74.39,0.17,1.98,5.51,9.25,2024-12-15 08:32:58
Falkland Islands,Falkland Islands,-51.79630955,-58.5955386992993,1,216.96,0.01,0.03,15.91,0.04,3.96,5.03,0.04,2024-12-14 21:32:58
Falkland Islands,Falkland Islands,25.1990352,55.174487424451,4,260.35,0.08,1.5,135.9,2.8,66.34,199.84,0.0,2024-12-15 04:32:58
Armenia,Armenia,4.536307,-75.6723751,3,350.48,0.51,5.06,3.17,37.67,39.14,41.61,4.31,2024-12-14 19:32:58
Armenia,Armenia,6.1561777,-75.7870472,2,460.63,0.71,18.17,2.75,1.43,16.0,24.99,4.62,2024-12-14 19:32:58
Armenia,Armenia,13.7454464,-89.5005808,1,210.29,0.0,0.78,50.07,0.74,1.23,1.66,0.95,2024-12-14 18:32:58
Armenia,Armenia,15.4344991,120.5627656,1,410.56,0.0,8.74,47.92,1.64,6.63,9.67,4.81,2024-12-15 08:32:58
Armenia,Armenia,-0.4788327,-77.0705442,1,126.84,0.02,0.25,3.09,0.08,0.57,0.58,0.27,2024-12-14 19:32:58
Samoa,Samoa,40.8187372,-124.1864518,2,220.3,0.0,1.39,65.8,0.38,1.32,1.52,0.06,2024-12-14 16:32:58
Samoa,Samoa,-22.535181,-44.0689639,1,360.49,0.29,4.67,23.25,5.9,2.09,3.9,0.75,2024-12-14 21:32:58
Samoa,Samoa,51.238996,12.7942622,3,347.14,0.69,16.45,36.12,5.42,25.69,26.92,0.73,2024-12-15 01:32:58
Samoa,Samoa,45.4794314,8.42402351212329,2,667.57,2.4,17.31,30.4,0.32,20.68,21.5,1.62,2024-12-15 01:32:58
Samoa,Samoa,37.2744929,-91.9126528,2,253.68,0.0,2.06,71.53,0.89,4.91,5.33,0.28,2024-12-14 18:32:58
Jersey,Jersey,49.21230655,-2.12559995964288,2,233.65,0.1,2.91,78.68,1.42,0.5,0.92,0.09,2024-12-15 00:32:58
Jersey,Jersey,45.6652862,-63.7248232,2,257.02,0.0,1.36,67.23,0.5,0.5,0.61,0.31,2024-12-14 20:32:58
Jersey,Jersey,49.2127158,-2.1326403,2,233.65,0.1,2.91,78.68,1.42,0.5,0.92,0.09,2024-12-15 00:32:58
Jersey,Jersey,40.0536746,-82.7232266,1,327.11,0.0,14.57,45.06,9.54,9.87,11.55,0.71,2024-12-14 19:32:58
Jersey,Jersey,-20.5287647,32.6787422,1,290.39,0.01,0.09,37.19,0.09,3.8,5.51,0.25,2024-12-15 02:32:58
Japan,Japan,40.9921996,-75.9078749,1,307.08,0.01,10.97,50.07,1.06,4.13,5.27,0.82,2024-12-14 19:32:58
Japan,Japan,-6.6862506,110.9152647,1,403.88,0.0,6.68,35.41,6.2,7.76,11.25,1.84,2024-12-15 07:32:58
Japan,Japan,-7.4685938,110.2836227,4,1268.39,0.0,17.82,23.6,5.78,58.54,68.21,7.92,2024-12-15 07:32:58
Japan,Japan,-7.5000255,112.4243776,4,1428.6,1.66,28.79,2.84,7.39,50.49,65.65,32.93,2024-12-15 07:32:58
Japan,Japan,-7.8523629,111.4899951,5,1602.17,0.58,25.71,4.6,4.77,75.44,88.97,17.99,2024-12-15 07:32:58
Bolivia,Bolivia,34.0676715,-78.1483283,2,263.69,0.0,2.25,80.11,1.76,3.08,5.19,0.4,2024-12-14 19:32:58
Bolivia,Bolivia,-29.2992689,151.9538577,1,230.31,0.0,0.12,26.82,0.06,0.5,0.55,0.14,2024-12-15 11:32:58
Bolivia,Bolivia,9.555811,-70.3163852,1,473.98,0.64,6.51,9.74,0.22,3.36,3.68,0.78,2024-12-14 20:32:58
Bolivia,Bolivia,22.0849329,-78.3411776,2,220.3,0.0,0.21,80.11,0.14,3.43,9.29,0.0,2024-12-14 19:32:58
Bolivia,Bolivia,7.6749974,-72.3619193,1,313.76,0.13,4.76,21.1,1.03,4.93,5.45,0.72,2024-12-14 20:32:58
Chile,Chile,-4.889262,-38.437299,1,350.48,0.1,0.41,35.05,0.13,1.36,3.92,0.46,2024-12-14 21:32:58
Chile,Chile,7.266667,8.683333,4,257.02,0.04,0.24,80.82,0.25,47.57,143.5,1.38,2024-12-15 01:32:58
Chile,Chile,20.2566632,-75.8819298,2,196.93,0.0,0.48,77.25,1.04,3.07,14.64,0.42,2024-12-14 19:32:58
Chile,Chile,-13.5514799,-70.8915621,1,181.91,0.15,3.51,3.35,0.08,1.46,1.88,0.56,2024-12-14 19:32:58
Chile,Chile,13.3922127,-6.8780471,4,273.71,0.03,0.15,55.79,0.12,37.56,109.99,1.06,2024-12-15 00:32:58
United States,United States Minor Outlying Islands,16.7325005,-169.5282535,2,203.61,0.0,0.04,62.94,0.11,6.74,16.64,0.0,2024-12-14 14:32:58
United States,Contiguous United States,36.81843005,-99.0090671730335,2,263.69,0.0,1.65,60.8,0.11,7.47,16.2,0.98,2024-12-14 18:32:58
United States,United States Housing Corporation Historic District,41.3547558,-72.1136767,1,290.39,0.0,8.31,52.21,1.19,3.06,3.96,0.45,2024-12-14 19:32:58
Bermuda,Bermuda,32.3018217,-64.7603583,3,220.3,0.0,0.37,103.0,0.33,4.86,16.31,0.01,2024-12-14 20:32:58
Bermuda,Bermuda,52.5056354,-1.4789788,2,226.97,0.5,6.0,74.39,2.03,0.5,0.74,0.38,2024-12-15 00:32:58
Bermuda,Bermuda,33.7851066,-84.1004712,2,283.72,0.0,6.17,66.52,1.31,7.39,9.73,1.19,2024-12-14 19:32:58
Bermuda,Bermuda,31.4921747,-84.483983,2,236.99,0.0,1.39,80.11,2.18,2.68,3.95,0.34,2024-12-14 19:32:58
Bermuda,Bermuda,31.487386,-87.1883141,2,240.33,0.0,1.37,69.38,0.46,3.76,5.89,0.52,2024-12-14 18:32:58
Seychelles,Seychelles,25.22444045,55.1829725665101,4,260.35,0.02,0.37,135.9,3.43,63.84,187.08,0.0,2024-12-15 04:32:58
Guatemala,Guatemala City,14.6222328,-90.5185188,2,337.12,0.0,3.64,30.76,13.11,11.85,19.3,2.69,2024-12-14 18:32:58
Guatemala,Guatemala,20.7580187,-75.6515501,2,201.94,0.0,0.18,85.83,0.28,2.77,13.68,0.17,2024-12-14 19:32:58
Guatemala,Guatemala,18.3529157,-67.0060504,1,193.6,0.0,0.49,51.5,0.23,1.57,2.41,0.83,2024-12-14 20:32:58
Guatemala,Guatemala,5.138814,-52.6235734,1,220.3,0.02,0.59,40.41,0.35,2.2,3.23,0.04,2024-12-14 21:32:58
Guatemala,Guatemala,10.3113166,-85.7715578,1,195.27,0.0,0.57,40.05,0.63,1.19,1.33,1.0,2024-12-14 18:32:58
Ecuador,Ecuador,-3.48444,-80.2257543,1,220.3,0.02,1.63,29.68,1.06,6.61,15.52,0.0,2024-12-14 19:32:58
Ecuador,Ecuador,36.5078727,-4.6733757,1,283.72,2.04,5.01,47.21,0.29,5.0,7.67,1.69,2024-12-15 01:32:58
Ecuador,Ecuador,8.410009,-76.615511,1,180.24,0.0,0.21,52.93,0.19,2.95,9.46,0.46,2024-12-14 19:32:58
Ecuador,Ecuador,25.2030781,55.1615769867715,4,260.35,0.02,0.37,135.9,3.43,63.84,187.08,0.0,2024-12-15 04:32:58
Ecuador,Ecuador,21.1108374,-77.7722433,2,200.27,0.0,0.65,67.23,2.09,3.17,7.18,0.13,2024-12-14 19:32:58
Martinique,Martinique,14.6367927,-61.0158268506373,1,327.11,1.62,9.43,26.82,5.36,2.95,4.41,2.72,2024-12-14 20:32:58
Martinique,Martinique,45.5820096,-61.052436,2,247.0,0.0,1.2,74.39,0.63,0.5,0.6,0.28,2024-12-14 20:32:58
Martinique,Martinique,-23.4247222,28.0638889,1,277.04,0.01,0.12,51.5,0.18,3.32,4.86,0.19,2024-12-15 02:32:59
Martinique,Martinique,33.5375897,-117.1324024,2,467.3,0.0,29.82,25.03,0.4,13.34,21.75,1.38,2024-12-14 16:32:59
Martinique,Martinique,33.53771495,-117.132322117649,2,467.3,0.0,29.82,25.03,0.4,13.34,21.75,1.38,2024-12-14 16:32:59
Tajikistan,Tajikistan,37.3878883,68.6641057,2,240.33,0.01,1.89,61.51,4.23,4.49,6.44,3.42,2024-12-15 05:32:59
Malta,Malta,35.90221125,14.4137712212385,3,226.97,0.07,0.49,91.55,0.56,17.87,52.93,0.0,2024-12-15 01:32:59
Malta,Town of Malta,42.9711708,-73.792926,1,297.07,0.0,7.37,47.21,0.42,4.52,5.27,0.68,2024-12-14 19:32:59
Malta,Malta,41.9292207,-88.8623138,2,300.41,0.0,13.02,61.51,9.3,8.9,10.6,1.01,2024-12-14 18:32:59
Malta,Malta,46.9545937,13.5063159,2,220.3,0.43,1.5,75.1,0.14,1.34,1.69,4.02,2024-12-15 01:32:59
Malta,Malta,-6.9068159,-37.5217101,1,340.46,0.12,0.58,41.49,0.12,1.02,3.67,0.53,2024-12-14 21:32:59
Gambia,Gambia,7.5338587,-12.1774353,3,303.75,0.03,0.22,45.42,0.12,33.58,47.18,0.67,2024-12-15 00:32:59
Gambia,Gambia,7.0758239,-11.337339,2,337.12,0.03,0.22,38.27,0.12,15.53,20.09,0.57,2024-12-15 00:32:59
Gambia,Gambia,-6.8498893,146.7610737,1,143.53,0.02,0.29,0.34,0.12,0.6,1.09,0.09,2024-12-15 10:32:59
Gambia,Gambia,6.765833,-11.353056,2,380.52,0.05,0.33,44.7,0.36,13.54,17.46,1.73,2024-12-15 00:32:59
Gambia,Gambia,8.0390928,-12.4392142,3,320.44,0.01,0.1,50.78,0.09,32.15,60.24,0.76,2024-12-15 00:32:59
Nigeria,Nigeria,25.21490645,55.1747870695011,4,260.35,0.02,0.37,135.9,3.43,63.84,187.08,0.0,2024-12-15 04:32:59
Bahamas,Lucayan Archipelago,26.6613931,-78.2683534697903,2,216.96,0.0,0.26,95.84,0.19,3.42,10.0,0.0,2024-12-14 19:32:59
Bahamas,Bahamas Academy,25.0566039,-77.3262231884678,2,223.64,0.0,0.3,87.26,0.16,4.17,10.24,0.0,2024-12-14 19:32:59
Bahamas,Rancho Bahamas,33.5168797,-117.1455058,2,467.3,0.0,29.82,25.03,0.4,13.34,21.75,1.38,2024-12-14 16:32:59
Bahamas,Las Bahamas,-33.636441,-59.9892006,1,283.72,0.21,0.87,31.83,0.12,2.83,3.27,0.45,2024-12-14 21:32:59
Bahamas,SuperClubs Breezes Resort & Spa Bahamas,25.07053075,-77.3923216896241,2,223.64,0.0,0.3,87.26,0.16,4.17,10.24,0.0,2024-12-14 19:32:59
Kosovo,Kosovo,42.6202038,21.1561827,2,297.07,0.57,8.05,51.5,17.88,19.45,21.29,0.0,2024-12-15 01:32:59
Kosovo,Kosovo,42.6827994,21.170331594857,2,297.07,0.57,8.05,51.5,17.88,19.45,21.29,0.0,2024-12-15 01:32:59
Kosovo,Kosovo,41.72758285,21.1339335136168,3,280.38,0.62,5.74,44.7,18.36,25.22,27.17,0.0,2024-12-15 01:32:59
Kosovo,Kosovo,41.9113833,24.7024844,2,257.02,0.03,0.94,66.52,0.6,4.45,5.96,0.24,2024-12-15 02:32:59
Kosovo,Kosovo,42.5952682,22.5795647,2,233.65,0.06,0.88,68.67,3.34,6.35,6.91,0.0,2024-12-15 02:32:59
Kuwait,Kuwait City,29.3796532,47.9734174,5,240.33,0.21,2.4,101.57,6.86,72.12,463.41,0.0,2024-12-15 03:32:59
Kuwait,Kuwait,-0.1665291,35.6736908,1,191.93,0.02,0.26,38.62,0.09,5.1,12.97,1.03,2024-12-15 03:32:59
Kuwait,Kuwait,-12.0294672,-72.8601102,1,111.82,0.0,0.02,0.07,0.01,0.5,0.51,0.11,2024-12-14 19:32:59
Kuwait,Kuwait,25.2281399,55.1693558923819,4,260.35,0.02,0.37,135.9,3.43,63.84,187.08,0.0,2024-12-15 04:32:59
Maldives,Reethi Rah,4.5145134,73.3702993146377,1,240.33,0.0,0.02,40.05,0.08,0.93,3.1,0.0,2024-12-15 05:32:59
Maldives,The St. Regis Vommuli Resort,2.91135615,72.8660755330027,1,247.0,0.0,0.01,31.11,0.1,1.01,3.26,0.0,2024-12-15 05:32:59
Maldives,Villingili,-0.68088805,73.1937642273357,1,257.02,0.0,0.03,37.91,0.16,2.28,6.3,0.0,2024-12-15 05:32:59
Maldives,Didhoofinolhu,3.4983785,72.8955756898525,1,253.68,0.0,0.02,36.48,0.08,0.76,2.69,0.0,2024-12-15 05:32:59
Maldives,Maldives,25.22579785,55.1830467504737,4,260.35,0.02,0.37,135.9,3.43,63.84,187.08,0.0,2024-12-15 04:32:59
Iran,Tirur,27.3396747,56.9567463,3,260.35,0.06,2.49,135.9,13.11,21.82,37.35,0.0,2024-12-15 04:02:59
Iran,Horgan,29.1041362,54.4682475,3,203.61,0.06,0.65,108.72,0.36,4.56,9.65,0.0,2024-12-15 04:02:59
Iran,Abu Darda,34.406074,48.3712622,2,193.6,0.36,2.12,88.69,7.87,5.79,8.89,0.0,2024-12-15 04:02:59
Iran,Iran,-12.853783,-73.6051796,1,183.58,0.02,0.74,4.65,1.1,2.03,2.42,4.12,2024-12-14 19:32:59
Iran,Iran,25.2302542,55.1726043349967,4,260.35,0.02,0.37,135.9,3.43,63.84,187.08,0.0,2024-12-15 04:32:59
Albania,Albania,5.7587654,-73.9151617,1,170.23,0.06,0.73,3.49,0.08,1.89,2.56,0.68,2024-12-14 19:32:59
Albania,Albania,11.1577716,-72.5992388,1,166.89,0.1,1.19,16.09,0.07,1.45,3.06,0.45,2024-12-14 19:32:59
Albania,Albania,1.3290058,-75.8786065,1,151.87,0.06,0.56,5.41,0.03,0.62,0.8,0.45,2024-12-14 19:32:59
Albania,Arbanija,43.5127714,16.3016943,1,313.76,0.21,3.04,59.37,0.3,2.41,2.91,0.33,2024-12-15 01:32:59
Albania,Çorraj,40.1156431,19.8630976,2,223.64,0.01,0.64,65.09,0.44,2.63,2.78,0.07,2024-12-15 01:32:59
Brazil,Brazil,39.523652,-87.1250154,2,300.41,0.0,10.54,50.78,10.01,11.97,13.73,0.09,2024-12-14 19:32:59
Brazil,Brazil,-0.1813973,30.3640168,4,397.21,0.25,5.83,173.09,0.44,14.4,30.11,188.47,2024-12-15 03:32:59
Brazil,Brazil,10.5616721,-61.2751156,1,270.37,1.34,6.51,26.46,1.83,1.22,2.37,2.25,2024-12-14 20:32:59
Brazil,Brazil,9.6895929,125.4499358,2,176.91,0.0,0.47,63.66,0.44,2.07,9.91,0.0,2024-12-15 08:32:59
Brazil,Brazil,53.4608183,-6.26444297026868,2,230.31,0.04,2.04,71.53,0.63,0.5,0.82,0.7,2024-12-15 00:32:59
Serbia,Servia,40.1849172,22.0003528,2,253.68,0.02,0.36,71.53,1.27,6.84,7.45,0.0,2024-12-15 02:32:59
Serbia,Serbia,51.3988889,22.8097222,2,287.06,0.8,6.43,63.66,6.44,7.63,9.32,1.36,2024-12-15 01:32:59
Serbia,Sharbi`,36.2085113,37.5613681,2,243.66,0.19,0.98,85.83,2.12,2.13,3.16,0.63,2024-12-15 03:32:59
Belize,Belize City,17.5000543,-88.2003115,1,211.95,0.0,0.27,40.41,0.14,3.21,3.66,0.02,2024-12-14 18:32:59
Belize,Belize City,17.5000543,-88.2003115,1,211.95,0.0,0.27,40.41,0.14,3.21,3.66,0.02,2024-12-14 18:32:59
Belize,Belize,-4.6401237,12.7604903,1,337.12,0.0,0.07,12.7,0.01,0.8,0.99,0.13,2024-12-15 01:32:59
Belize,Belize,-17.5754678,-62.106781,1,191.93,0.03,0.64,0.44,0.04,0.5,0.55,0.05,2024-12-14 20:32:59
Myanmar,Burma,25.2335648,55.1776910695079,4,260.35,0.02,0.37,135.9,3.43,63.84,187.08,0.0,2024-12-15 04:32:59
Bhutan,bhutan,33.0204804,75.6458366,2,267.03,0.13,10.37,62.94,0.76,3.29,4.27,9.5,2024-12-15 06:02:59
Venezuela,Venezuela,21.7394241,-78.7955599,2,230.31,0.0,0.64,74.39,0.75,3.83,8.19,0.18,2024-12-14 19:32:59
Venezuela,Barriada Venezuela,18.39401295,-66.0532998317247,1,178.58,0.02,0.63,30.76,0.38,1.46,3.89,0.67,2024-12-14 20:32:59
Venezuela,Venezuela,-6.7903958,-70.2537182,1,136.85,0.0,0.01,0.46,0.01,0.5,0.5,0.0,2024-12-14 19:32:59
Venezuela,Venezuela,-3.2765505,-79.9658856,1,216.96,0.01,1.1,32.9,1.36,5.91,13.86,0.0,2024-12-14 19:32:59
Venezuela,Venezuela,-0.930304,-78.6318938,1,263.69,0.48,6.68,5.14,0.18,4.01,4.54,1.49,2024-12-14 19:32:59
Liberia,Liberia,10.6333401,-85.4362722,1,190.26,0.0,0.39,36.12,0.14,0.57,0.63,0.48,2024-12-14 18:32:59
Liberia,Liberia,3.5315157,99.0630896,2,494.0,0.0,5.1,38.98,1.25,11.5,22.14,2.72,2024-12-15 07:32:59
Liberia,Liberia,0.6744049,124.33822,1,300.41,0.03,3.98,9.21,0.75,3.57,5.41,2.41,2024-12-15 08:32:59
Liberia,Liberia (El Charcon),7.3809466,-74.9990842,1,150.2,0.0,0.44,15.56,0.13,2.19,2.53,0.33,2024-12-14 19:32:59
Liberia,Liberia,8.9409167,17.3157,4,208.62,0.01,0.03,53.64,0.91,59.0,158.65,0.0,2024-12-15 01:32:59
